VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,CODI_BARRI,NOM_BARRI,PARTIT,NOM_PARTIT,VOTS
M,Eleccions Municipals                    ,2011,4,29,LA COGULLADA                            ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,4,29,LA COGULLADA                            ,VD             ,VIA DEMOCRÁTICA                                   ,12
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,13
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,263
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,73
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,21
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,39
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,6
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,242
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,PAT            ,PARTIT AVANÇA TERRASSA                            ,9
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,258
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,578
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,PXC            ,PLATAFORMA PER CATALUNYA                          ,88
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,PXCAT          ,PARTIT PER CATALUNYA                              ,11
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,18
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,14
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,2
M,Eleccions Municipals                    ,2011,4,32,ROC BLANC                               ,VD             ,VIA DEMOCRÁTICA                                   ,79
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,2
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,102
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,13
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,7
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,19
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,49
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,PAT            ,PARTIT AVANÇA TERRASSA                            ,6
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,3
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,110
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,174
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,PXC            ,PLATAFORMA PER CATALUNYA                          ,20
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,PXCAT          ,PARTIT PER CATALUNYA                              ,3
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,6
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,8
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,4,43,CAN PALET DE VISTA ALEGRE               ,VD             ,VIA DEMOCRÁTICA                                   ,2
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,79
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,1451
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,58
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,92
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,319
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,7
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,433
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,PAT            ,PARTIT AVANÇA TERRASSA                            ,43
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,11
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,447
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,1316
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,PXC            ,PLATAFORMA PER CATALUNYA                          ,180
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,PXCAT          ,PARTIT PER CATALUNYA                              ,24
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,75
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,27
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,5,20,SANT PERE                               ,VD             ,VIA DEMOCRÁTICA                                   ,14
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,6
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,153
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,15
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,21
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,16
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,83
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,PAT            ,PARTIT AVANÇA TERRASSA                            ,5
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,3
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,184
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,441
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,PXC            ,PLATAFORMA PER CATALUNYA                          ,33
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,PXCAT          ,PARTIT PER CATALUNYA                              ,9
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,8
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,15
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,6
M,Eleccions Municipals                    ,2011,5,22,PLA DEL BON AIRE                        ,VD             ,VIA DEMOCRÁTICA                                   ,11
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,6
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,218
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,35
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,25
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,46
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,4
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,142
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,PAT            ,PARTIT AVANÇA TERRASSA                            ,10
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,4
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,150
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,392
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,PXC            ,PLATAFORMA PER CATALUNYA                          ,27
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,PXCAT          ,PARTIT PER CATALUNYA                              ,4
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,22
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,18
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,5,23,CAN ROCA                                ,VD             ,VIA DEMOCRÁTICA                                   ,12
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,43
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,773
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,106
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,66
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,121
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,8
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,379
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,PAT            ,PARTIT AVANÇA TERRASSA                            ,46
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,12
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,475
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,1389
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,PXC            ,PLATAFORMA PER CATALUNYA                          ,83
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,PXCAT          ,PARTIT PER CATALUNYA                              ,35
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,42
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,36
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,12
M,Eleccions Municipals                    ,2011,5,24,POBLE NOU - ZONA ESPORTIVA              ,VD             ,VIA DEMOCRÁTICA                                   ,48
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,35
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,693
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,50
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,64
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,127
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,1
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,257
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,PAT            ,PARTIT AVANÇA TERRASSA                            ,15
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,5
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,308
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,785
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,PXC            ,PLATAFORMA PER CATALUNYA                          ,41
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,PXCAT          ,PARTIT PER CATALUNYA                              ,12
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,43
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,15
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,7
M,Eleccions Municipals                    ,2011,5,25,PERE PARRES                             ,VD             ,VIA DEMOCRÁTICA                                   ,9
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,15
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,407
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,46
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,31
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,49
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,4
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,200
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,PAT            ,PARTIT AVANÇA TERRASSA                            ,16
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,7
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,331
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,914
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,PXC            ,PLATAFORMA PER CATALUNYA                          ,36
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,PXCAT          ,PARTIT PER CATALUNYA                              ,11
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,13
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,5
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,5
M,Eleccions Municipals                    ,2011,5,26,CAN BOADA CASC ANTIC                    ,VD             ,VIA DEMOCRÁTICA                                   ,21
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,3
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,82
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,17
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,7
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,29
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,2
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,73
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,PAT            ,PARTIT AVANÇA TERRASSA                            ,4
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,67
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,285
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,PXC            ,PLATAFORMA PER CATALUNYA                          ,31
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,PXCAT          ,PARTIT PER CATALUNYA                              ,6
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,1
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,2
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,5,41,CAN BOADA DEL PI                        ,VD             ,VIA DEMOCRÁTICA                                   ,11
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,28
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,603
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,190
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,63
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,74
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,9
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,462
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,PAT            ,PARTIT AVANÇA TERRASSA                            ,33
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,11
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,634
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,1408
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,PXC            ,PLATAFORMA PER CATALUNYA                          ,246
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,PXCAT          ,PARTIT PER CATALUNYA                              ,42
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,12
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,18
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,4
M,Eleccions Municipals                    ,2011,6,10,LES ARENES - LA GRIPIA - CAN MONTLLOR   ,VD             ,VIA DEMOCRÁTICA                                   ,52
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,8
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,256
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,36
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,16
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,21
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,6
M,Eleccions Municipals                    ,2011,6,11,SANT LLORENC                            ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,145
