VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,CODI_BARRI,NOM_BARRI,PARTIT,NOM_PARTIT,VOTS
M,Eleccions Municipals                    ,2007,6,12,SANT PERE NORD                          ,RC             ,PARTIT REPUBLICÀ CATALÀ                           ,11
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,C S            ,CIUTADANS - PARTIDO DE LA CIUDADANIA              ,41
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,137
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,CUP - CAV      ,CANDIDATURA D UNITAT POPULAR - CAV                ,18
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,ESQUERRA-AM    ,ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUN.    ,60
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,ICV-EUIA-EPM   ,INICIATIVA PER CATALUNYA VERDS - EUiA-EPM         ,100
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,PFIV           ,FAMÍLIA I VIDA                                    ,4
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,165
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA - PROGÉS MUN.,538
M,Eleccions Municipals                    ,2007,6,13,EGARA                                   ,RC             ,PARTIT REPUBLICÀ CATALÀ                           ,1
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,C S            ,CIUTADANS - PARTIDO DE LA CIUDADANIA              ,36
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,93
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,CUP - CAV      ,CANDIDATURA D UNITAT POPULAR - CAV                ,8
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,ESQUERRA-AM    ,ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUN.    ,29
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,ICV-EUIA-EPM   ,INICIATIVA PER CATALUNYA VERDS - EUiA-EPM         ,92
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,PFIV           ,FAMÍLIA I VIDA                                    ,1
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,67
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA - PROGÉS MUN.,392
M,Eleccions Municipals                    ,2007,6,21,CAN TUSELL                              ,RC             ,PARTIT REPUBLICÀ CATALÀ                           ,1
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,20
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,387
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,48
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,27
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,89
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,4
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,161
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PAT            ,PARTIT AVANÇA TERRASSA                            ,7
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,216
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,602
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PXC            ,PLATAFORMA PER CATALUNYA                          ,44
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PXCAT          ,PARTIT PER CATALUNYA                              ,13
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,30
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,6
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,3
M,Eleccions Municipals                    ,2011,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,VD             ,VIA DEMOCRÁTICA                                   ,5
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,38
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,542
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,67
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,42
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,149
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,4
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,238
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,PAT            ,PARTIT AVANÇA TERRASSA                            ,19
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,6
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,283
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,737
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,PXC            ,PLATAFORMA PER CATALUNYA                          ,42
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,PXCAT          ,PARTIT PER CATALUNYA                              ,8
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,35
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,9
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,5
M,Eleccions Municipals                    ,2011,1,16,CEMENTIRI VELL                          ,VD             ,VIA DEMOCRÁTICA                                   ,4
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,170
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,3413
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,71
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,115
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,596
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,3
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,419
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,PAT            ,PARTIT AVANÇA TERRASSA                            ,31
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,36
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,687
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,1258
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,PXC            ,PLATAFORMA PER CATALUNYA                          ,42
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,PXCAT          ,PARTIT PER CATALUNYA                              ,34
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,213
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,20
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,10
M,Eleccions Municipals                    ,2011,1,17,CENTRE                                  ,VD             ,VIA DEMOCRÁTICA                                   ,14
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,37
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,671
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,23
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,41
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,151
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,1
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,128
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,PAT            ,PARTIT AVANÇA TERRASSA                            ,17
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,3
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,160
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,485
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,PXC            ,PLATAFORMA PER CATALUNYA                          ,20
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,PXCAT          ,PARTIT PER CATALUNYA                              ,7
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,48
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,14
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,1,18,VALLPARADIS                             ,VD             ,VIA DEMOCRÁTICA                                   ,3
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,5
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,117
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,1
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,6
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,24
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,19
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,PAT            ,PARTIT AVANÇA TERRASSA                            ,0
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,4
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,15
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,40
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,PXC            ,PLATAFORMA PER CATALUNYA                          ,6
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,PXCAT          ,PARTIT PER CATALUNYA                              ,0
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,8
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,1,19,ANTIC POBLE DE SANT PERE                ,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,0
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,65
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,4
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,3
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,28
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,25
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,PAT            ,PARTIT AVANÇA TERRASSA                            ,0
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,2
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,35
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,101
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,PXC            ,PLATAFORMA PER CATALUNYA                          ,7
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,PXCAT          ,PARTIT PER CATALUNYA                              ,7
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,1
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,2
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,3
M,Eleccions Municipals                    ,2011,2,7,MONTSERRAT                              ,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,0
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,144
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,0
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,2
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,4
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,3
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,6
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,PAT            ,PARTIT AVANÇA TERRASSA                            ,0
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,12
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,68
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,PXC            ,PLATAFORMA PER CATALUNYA                          ,7
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,PXCAT          ,PARTIT PER CATALUNYA                              ,5
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,2
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,0
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,2,8,VILARDELL                               ,VD             ,VIA DEMOCRÁTICA                                   ,0
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,11
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,196
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,51
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,29
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,39
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,3
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,166
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,PAT            ,PARTIT AVANÇA TERRASSA                            ,10
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,2
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,145
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,418
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,PXC            ,PLATAFORMA PER CATALUNYA                          ,108
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,PXCAT          ,PARTIT PER CATALUNYA                              ,8
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,8
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,2
M,Eleccions Municipals                    ,2011,2,9,TORRE-SANA                              ,VD             ,VIA DEMOCRÁTICA                                   ,24
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,12
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,463
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,74
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,46
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,88
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,14
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,315
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,PAT            ,PARTIT AVANÇA TERRASSA                            ,22
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,14
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,556
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,1378
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,PXC            ,PLATAFORMA PER CATALUNYA                          ,213
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,PXCAT          ,PARTIT PER CATALUNYA                              ,27
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,23
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,27
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,9
M,Eleccions Municipals                    ,2011,2,14,CA N ANGLADA                            ,VD             ,VIA DEMOCRÁTICA                                   ,26
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,6
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,CIU            ,CONVERGÈNCIA I UNIÓ                               ,224
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,47
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,21
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,23
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,5
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,198
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,PAT            ,PARTIT AVANÇA TERRASSA                            ,3
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,2
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,348
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,670
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,PXC            ,PLATAFORMA PER CATALUNYA                          ,55
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,PXCAT          ,PARTIT PER CATALUNYA                              ,27
M,Eleccions Municipals                    ,2011,3,1,CAN PARELLADA                           ,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,12
